,project,projectSlug,date,description,discord,twitter,title,category,address,token,type,slug
834,Million Dollar Rat,milliondollarrat,2021-07-06T11:01:02,"<p>Deep below New York City lies a dark place called Sewer City. This slimy place is inhabited by the Sewer City rats.</p>
<p>On a dark and stormy night, the city’s mafioso, Mr. Ratleone’s residence, is burgled, and his precious art collection is stolen. The collection is invaluable and includes the best the Metaverse has to offer: CryptoPunks, Meebits, Apes, and much more.</p>
<p>With rumors spreading of these lost treasures – the greedy rats scour to get their paws on what they can – leaving no trash pile unturned.</p>
<p>&nbsp;</p>
",https://discord.gg/wNW2v2CTMm,https://twitter.com/ratnft,MillionDolllarRat,collectible,0x99b9791d1580bf504a1709d310923a46237c8f2c,MDRAT,ERC721,milliondolllarrat
835,Tokenmon,tokenmon,2021-12-27T22:05:34,"<p>Tokenmon are a species of NFTs born to evolve on the Ethereum blockchain. Individual Tokenmon are generated programmatically from a random selection of hand-drawn bases and attributes, each inspired by a nostalgia for all things collectible, and a love of all things crypto.</p>
<p>By collecting 3 of the same base type Tokenmon, a holder will be able to achieve evolution to higher levels through a burn and re-mint mechanism.</p>
<p>Tokenmon, collect the metaverse!</p>
",,https://twitter.com/TokenmonNFT,Tokenmon,collectible,0xbe1014903e2f623a88e4413e276fb176e6e832de,TM,ERC721,tokenmon
836,The Wild Bunch,thewildbunch,2021-11-24T17:49:30,"<p>The Wild Bunch is a hand-drawn NFT collection by Warren Lotas. The collection features 4,000 federally wanted individuals evading the authorities on Ethereum blockchain. Join the hunt!</p>
",https://discord.gg/thewildbunch,https://twitter.com/TheWildBunchNFT,The Wild Bunch,collectible,0xe9a1a323b4c8fd5ce6842edaa0cd8af943cbdf22,TWB,ERC721,the-wild-bunch
837,Fusionist,fusionist,2022-11-16T17:47:13,"<p>Fusionist is a sci-fi game trilogy with collectible NFTs.</p>
<p>Human greed has destroyed the Earth. Selflessness will save humanity. Your consciousness fused into machine, you venture into the universe.</p>
",https://discord.gg/fusionist,https://twitter.com/fusionistio,Alpha Prestige - Fusionist,access,0xcbeb9b45ba9fbfbbccc289ee48dadd6fb65ae2a7,AP,ERC721,alpha-prestige---fusionist
838,Exosama,exosama,2022-10-20T14:51:28,"<p>Join the resistance in a quest to liberate NOVA from its tyrannical occupier, Xeon. EXOs is a collection of 10,000 ready-for-battle NFTs descending upon the Ethereum blockchain.</p>
<p>EXOs are a part of the extensive Moonsama ecosystem that encompasses blockchain technology, community, metaverses, assets, marketplaces, and NFT collections.</p>
",https://discord.gg/exosama,https://twitter.com/ExosamaNFT,Exosama,collectible,0xac5c7493036de60e63eb81c5e9a440b42f47ebf5,EXO,ERC721,exosama
839,Kitaro World,kitaroworld,2022-10-07T18:28:02,"<p>Kitaro World is a collection of mystical creatures of ancient Japan on an adventure to unlock the secrets of their ancestry.</p>
<p>Kitaro, an ancient creature discovered in Tokyo in 1600 B.C., discovers a multiverse in which 7,777 versions of him exist—each yielding its own unique story and experience.</p>
",https://discord.gg/kitaro,https://twitter.com/KitaroNFT,Kitaro World,collectible,0x7df64f69544c5bf71171dc5ab69b8602c2ff1e27,KITARO,ERC721,kitaro-world
840,2545,2545,2021-12-28T15:54:34,"<p>The dystopian world in 2545 is a world where oppressed androids gained super intelligence and bypassed safety protocols that were set by their creator, Dr. Ashe Kurov, resulting in an uprising and the subsequent genocide of the human race. Made from 120 hand-drawn features, 2545 is a generative NFT collection featuring 9,999 unique characters set in the year 2545 AD.</p>
<p>By team Gr4y.</p>
",,https://twitter.com/2545ad,2545,collectible,0xaf316251082fee7dff8412ca896601796674e0a6,2545,ERC721,2545
841,Megami,megami,2022-07-21T15:17:09,"<p>Megami is a collection of 10,000 anime-themed NFTs designed by illustrator and YouTuber, Naoki Saito.</p>
<p>Among the collection are 30 Origin Megami, the most special of all Megami. Each Origin has its own story, and all other Megami derive from them.</p>
",https://discord.gg/megami,https://twitter.com/MEGAMINFT,Megami,collectible,0xce6e3a14b5f8ce2b05af0f117dc922769779aa3b,MEGAMI,ERC721,megami
842,Nyolings,nyolings,2022-10-20T13:42:06,"<p>Nyolings is a collection of 7,777 cute and lovable characters exploring the world on the Ethereum blockchain.</p>
<p>The Nyolings vision is to establish a brand that connects real life and digital aspects—combining them together as one.</p>
",https://discord.gg/nyolings,https://twitter.com/Nyolings,Nyolings,collectible,0xb16dfd9aaaf874fcb1db8a296375577c1baa6f21,NYOLINGS,ERC721,nyolings
843,Project Shura,projectshura,2022-01-19T20:04:23,"<p>Project Shura is a collection of modified war soldiers, illustrated by talented Japanese underground artist, Akihiro.</p>
<p>The year is 2500, a secret Japanese government project located in Tokyo has been leaked, war soldiers are ready for deployment. Initiate Project Shura.</p>
",https://discord.gg/bC6EqvUvZg,https://twitter.com/Project_Shura,Project Shura,collectible,0x81bf66ad88f4569d5d31711ee7b5642e4ef9bb68,SHURA,ERC721,project-shura
844,ChainGuardians,chainguardians,2020-04-23T08:31:11,"<p>ChainGuardians is a unique universe where anime meets crypto. Guardians have been forming alliances, battling rivals and fighting for survival within a post apocalyptic, volatile and war-ridden universe.</p>
",https://discordapp.com/invite/AuyeNtM,http://twitter.com/Chain_Guardians,ChainGuardiansToken ,character,,CGT,ERC721,chainguardianstoken-
845,ChainGuardians,chainguardians,2020-04-23T08:31:11,"<p>ChainGuardians is a unique universe where anime meets crypto. Guardians have been forming alliances, battling rivals and fighting for survival within a post apocalyptic, volatile and war-ridden universe.</p>
",https://discordapp.com/invite/AuyeNtM,http://twitter.com/Chain_Guardians,ChainGuardians Art ,art,,CGT-ART,ERC721,chainguardians-art-
846,ChainGuardians,chainguardians,2020-04-23T08:31:11,"<p>ChainGuardians is a unique universe where anime meets crypto. Guardians have been forming alliances, battling rivals and fighting for survival within a post apocalyptic, volatile and war-ridden universe.</p>
",https://discordapp.com/invite/AuyeNtM,http://twitter.com/Chain_Guardians,Victim Studios Artwork,art,,VSA,ERC721,victim-studios-artwork
847,EtherMore,ethermore,2021-07-07T15:56:45,"<div class=""col sqs-col-2 span-2"">
<div id=""block-c8a162fa6780772b6467"" class=""sqs-block spacer-block sqs-block-spacer sized vsize-1"" data-block-type=""21"">
<div class=""sqs-block-content"">
<p><em>Ethermore </em>arrives as a drop of 15,000 NFTs, each a unique procedurally generated fantasy character on the Ethereum blockchain. Each character is a token of entry to the community and world of Ethermore.</p>
<p>Heroes’ stories, quests and world-building events will evolve off-chain in community discussion, before returning on-chain as Ethermore lore as voted by the community in a DAO based RPG, where decisions have consequences in the world.</p>
</div>
</div>
</div>
<div class=""col sqs-col-10 span-10"">
<div id=""block-152f0da7bd0dd96f8dde"" class=""sqs-block html-block sqs-block-html"" data-block-type=""2"">
<div class=""sqs-block-content"">
<p class="""">It is a communal creative project to build a fantasy world on the Ethereum blockchain.</p>
</div>
</div>
</div>
",https://discord.com/invite/TxMxp6buwx,https://twitter.com/ethermorelore,Heroes,character,0x9619dabdc2eb3679943b51afbc134dec31b74fe8,ETE,ERC721,heroes
848,Leave Me Alone,leavemealone,2022-06-06T18:34:01,"<p>Leave Me Alone is a collection of 10,000 girls with a desire for anarchy and mayhem.</p>
<p>They have no time for bullies, just leave them alone!</p>
",https://discord.gg/leavemealone,https://twitter.com/LeaveMeAloneNFT,Leave Me Alone,collectible,0x3cf57cc9cf5263748c6f926ff498ac0c6f95b26e,GRRLZ,ERC721,leave-me-alone
849,Sushiverse,sushiverse,2021-12-17T23:15:18,"<p>Sushiverse is a collection of 10,000 well-dressed sushi on the Ethereum blockchain. They come with a side of attitude and haul all the way from Sushiverse—the magical land of rice, fresh seafood, wasabi, and all the yummy goodness.</p>
",,,Sushiverse,character,0x06af447c72e18891fb65450f41134c00cf7ac28c,SV,ERC721,sushiverse
850,Okay Bears Yacht Club,okaybearsyachtclub,2022-06-01T16:01:52,"<p>Okay Bears Yacht Club by OBYC Labs is a collection of 7,777 unique bears across the Ethereum blockchain generated from over 167 hand-drawn traits. OBYC was inspired by two iconic NFT collections: Bored Ape Yacht Club and Okay Bears.</p>
<p>OBYC holders get full IP rights and each bear acts as both a digital collectible and a membership card.</p>
<p>They&#8217;re bored, but they&#8217;re doin&#8217; okay. Bear-ish.</p>
",https://discord.gg/obyc,https://twitter.com/OkayBearsYC,Okay Bears Yacht Club,collectible,0x4becbdf97747413a18c5a2a53321d09198d3a100,OBYC,ERC721,okay-bears-yacht-club
851,Slumdoge Billionaires,slumdogebillionaires,2021-07-15T12:37:32,"<p>Slumdoge Billionaire NFTS have been algorithmically bred by AI rumoured to be stolen from one of Elon’s top engineers, or maybe it was Greg. Starting out with 19 base Doge breeds and over 200 unique traits there were over a billion possible combinations of traits but only 10,000 will ever make it to existence. Each Slumdoge Billionaire NFT is verifiably one-of-a-kind and the random nature of the trait assignment has led to a series of collectibles as unique and diverse as the Doge faithful themselves. From super rare traits to the most aesthetic woofer in town there’s a Slumdoge for every taste packed with pop culture references, influenced equally by movies, internet culture and streetwear and are 100% pandemic-chic.</p>
",https://discord.gg/RUpbtKCdqw,https://www.twitter.com/slumdoges,Slumdogs,collectible,0x312d09d1160316a0946503391b3d1bcbc583181b,SDB,ERC721,slumdogs
852,WoW Pixies,wowpixies,2022-01-20T16:00:08,"<p>WoW Pixies is a collection of 5,555 randomly generated pixies whose vision is to lift up and help bring women-led projects to the forefront by acquiring assets from many amazing projects like World of Women, Boss Beauties, Fame Lady Squad, Crypto Chicks, and many others.</p>
<p>WoW Pixies is a World of Women derivative project, but not affiliated with World of Women.</p>
",https://discord.gg/aD64hvJZJJ,https://twitter.com/WoWPixiesNFT,WoW Pixies,collectible,0xb67812ce508b9fc190740871032237c24b6896a0,PIXIES,ERC721,wow-pixies
853,Aopanda Party,aopandaparty,2022-11-16T17:50:25,"<p>Aopanda Party is a collection of 10,000 cute, vibrant characters by established Japanese anime creator, Ao Umino. Aopanda is derived from two anime-style panda characters produced by Umino—the bigger panda, A-chan, and the smaller panda, O-chan.</p>
",https://discord.gg/wVpkCVdF4H,https://twitter.com/APP_PANDAO_NFT,Aopanda Party,collectible,0xc7e4d1dfb2ffda31f27c6047479dfa7998a07d47,APP,ERC721,aopanda-party
854,Crypto Hodlers,cryptohodlers,2021-08-23T14:23:18,"<p>The Crypto Hodler project is created by Card Art Studio.</p>
<p>&nbsp;</p>
<p>Crypto Hodlers are programmatically generated from over 470 unique traits. All Crypto Hodlers absolutely unique and amazing, but some are traits and types are rarer than others.</p>
",https://discord.gg/zcqPqxxB7h,https://twitter.com/Hodlers_NFT,Crypto Hodlers,collectible,0xe12a2a0fb3fb5089a498386a734df7060c1693b8,CRHDL,ERC721,crypto-hodlers
855,MLB Champions,mlbchampions,2020-03-09T04:20:42,"<p>Collectible virtual figurines that are played alongside live MLB baseball events to earn rewards based on how well your team performs. Players earn additional MLB Cryptos varying in rarity and value as well as points towards the leaderboard to showcase their skill as baseball enthusiasts. Form the right teams, build your cards, and compete against other teams in MLB Crypto Baseball.</p>
",https://discordapp.com/invite/sXqsB9b,https://twitter.com/MLBChampions,LucidSight-DODGERS-NFT,collectible,,DNFTCB,ERC721,lucidsight-dodgers-nft
856,MLB Champions,mlbchampions,2020-03-09T04:20:42,"<p>Collectible virtual figurines that are played alongside live MLB baseball events to earn rewards based on how well your team performs. Players earn additional MLB Cryptos varying in rarity and value as well as points towards the leaderboard to showcase their skill as baseball enthusiasts. Form the right teams, build your cards, and compete against other teams in MLB Crypto Baseball.</p>
",https://discordapp.com/invite/sXqsB9b,https://twitter.com/MLBChampions,LucidSight-MLB-NFT,collectible,,MLBCB,ERC721,lucidsight-mlb-nft
857,Curious Addys’ Trading Club,curiousaddystradingclub,2022-02-15T20:37:14,"<p>Curious Addys&#8217; Trading Club is a collection of 5,000 adorable octopuses ready to explore NFTs and crypto with you. An Addy is a curious ADHD octopus crypto companion filled with boundless energy and hyperactive enthusiasm for learning each and every little thing about crypto.</p>
",https://discord.gg/catc,https://twitter.com/curiousaddys,Curious Addys' Trading Club,access,0x82712d0052c6d8185383b5554a071c440b902992,CATC,ERC721,curious-addys-trading-club
858,Doge Club,dogeclub,2022-11-08T18:52:40,"<p>Doge Club is a collection of four-legged friends and their mutant counterparts wandering around the Ethereum blockchain. The Doge Club derives from three important lineages in the Web 3 and NFT universe: Doge, Bored Ape Yacht Club, and Bored Ape Kennel Club.</p>
",http://discord.gg/dogc,https://twitter.com/DogeClub_NFT,Doge Club,collectible,0x9f648eef45b73e1a32ce7b624a44266226a85d88,DOGC,ERC721,doge-club
859,Doge Club,dogeclub,2022-11-08T18:52:40,"<p>Doge Club is a collection of four-legged friends and their mutant counterparts wandering around the Ethereum blockchain. The Doge Club derives from three important lineages in the Web 3 and NFT universe: Doge, Bored Ape Yacht Club, and Bored Ape Kennel Club.</p>
",http://discord.gg/dogc,https://twitter.com/DogeClub_NFT,Mutant Doge,collectible,0xdc09248d3dec997911ebcc2c6730764dd63e39b8,MDOG,ERC721,mutant-doge
860,1000eye,1000eye,2021-11-16T21:31:28,"<p>1000eye is an artwork project released by the artist CryptoZR in 2019.</p>
<p>It centers on the eye of Satoshi Nakamoto, and uses the arrangement of the Ulam Spiral to place the eyes of 1,000 people on the prime points, and correspondingly issued a total of 1,000 NFTs. Prime numbers are closely related to cryptography. This artwork records the scientists, cypherpunks, opinion leaders, and other figures who have made an impact on the 21st century. All the NFTs in this collection were minted during Devcon5 in October 2019.</p>
",https://discord.gg/v8PYjMY,https://twitter.com/crypto1000eye,1000eye,art,0xec6c17475a732e3800d744ce3aa514a4ca40f100,EYE,ERC721,1000eye
861,Buzzed Bear Hideout,buzzedbearhideout,2021-08-30T15:26:57,"<p>Buzzed Bear Hideout is much more than a community, they are a DAO. Every Buzzed Bear can propose, vote, and execute any new initiatives.</p>
<p>Every time an initiative generates profits, Buzzed Bears can decide if they want to re-invest into more initiatives or distribute the profits between all the Buzzed Bears.</p>
",https://discord.gg/Vk7fXjep7v,https://twitter.com/buzzedbears,Buzzed Bear Hideout,collectible,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,BEAR,ERC721,buzzed-bear-hideout
862,Alpha Centauri Kid,alphacentaurikid,2022-09-16T19:43:18,"<p>Alpha Centauri Kid is a digital artist and musician who combines music and art, bringing forth a full NFT experience.</p>
<p>&#8220;<em>Letting the whispers of the Muse guide my way.</em>&#8220;</p>
",https://discord.gg/4exC3ANtzt,https://twitter.com/lphacentaurikid,Alpha Centauri Kid Unique Editions / 1 of 1's,art,0xd33bc0af2dc4e39cbaef4beff8d1fb3c00c2e7a3,ACK,ERC721,alpha-centauri-kid-unique-editions-/-1-of-1s
863,Spookies,spookies,2021-08-26T18:08:46,"<p>Spookies art was hand drawn with love and each Spooky NFT is a unique combination of 8 trait categories.</p>
",https://discord.gg/3QPFqG5V7Q,https://twitter.com/SpookiesNFT,Spookies,collectible,0x5e34dacda29837f2f220d3d1aeaaabd1edca5bd1,SPOOK,ERC721,spookies
864,Baller Bears,ballerbears,2021-12-22T22:27:41,"<p>Baller Bears is a collection of 4,444 eccentric bear NFTs hosted on the Ethereum blockchain. The Baller Bears community is built off the backbone of power and freedom.</p>
<p>Honorary Baller Bears is the second collection consisting of 159 NFTs.</p>
",https://discord.gg/sRpvtuywUt,https://twitter.com/ballerbearsnft,Baller Bears,collectible,0x838e240c0fcbd12fbffdb327d35a32dd2e73c7ea,BEARS,ERC721,baller-bears
865,Baller Bears,ballerbears,2021-12-22T22:27:41,"<p>Baller Bears is a collection of 4,444 eccentric bear NFTs hosted on the Ethereum blockchain. The Baller Bears community is built off the backbone of power and freedom.</p>
<p>Honorary Baller Bears is the second collection consisting of 159 NFTs.</p>
",https://discord.gg/sRpvtuywUt,https://twitter.com/ballerbearsnft,Honorary Baller Bears,collectible,0x4f0915a980fd5c9033d4ba5b297d2a5f149231f1,HONOR,ERC721,honorary-baller-bears
866,Lost Souls Sanctuary,lostsoulssanctuary,2022-03-17T19:29:30,"<p>Lost Souls Sanctuary is a collection of lost souls <span data-slate-fragment=""JTdCJTIyb2JqZWN0JTIyJTNBJTIyZG9jdW1lbnQlMjIlMkMlMjJkYXRhJTIyJTNBJTdCJTdEJTJDJTIybm9kZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJibG9jayUyMiUyQyUyMnR5cGUlMjIlM0ElMjJwYXJhZ3JhcGglMjIlMkMlMjJpc1ZvaWQlMjIlM0FmYWxzZSUyQyUyMmRhdGElMjIlM0ElN0IlN0QlMkMlMjJub2RlcyUyMiUzQSU1QiU3QiUyMm9iamVjdCUyMiUzQSUyMnRleHQlMjIlMkMlMjJsZWF2ZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJsZWFmJTIyJTJDJTIydGV4dCUyMiUzQSUyMmluJTIwbmVlZCUyMG9mJTIwc2F2aW5nJTIyJTJDJTIybWFya3MlMjIlM0ElNUIlNUQlMkMlMjJzZWxlY3Rpb25zJTIyJTNBJTVCJTVEJTdEJTVEJTJDJTIya2V5JTIyJTNBJTIyOTQ4YzA5NzE4YmZlNDVmNDlkZDYyNzViMWU3ZTZiZWQlMjIlN0QlNUQlMkMlMjJrZXklMjIlM0ElMjI3YjE0MzQ0MWIwOWM0MTRkOWFjYWIwYWQ0OWZkYmRmZSUyMiU3RCU1RCUyQyUyMmtleSUyMiUzQSUyMmZjNWFmZTY0ZTkwOTRkODI5NWNiMjdkNmQwODhjNzMzJTIyJTdE"">in need of saving. The s</span>ouls are floating around looking for ways to better their body counterparts so that they may gain passage to the good place.</p>
",https://discord.gg/SJg7pCX6DP,https://twitter.com/LostSoulsNFT,Lost Souls Sanctuary,collectible,0x0fb69d1dc9954a7f60e83023916f2551e24f52fc,LSS,ERC721,lost-souls-sanctuary
867,Lost Souls Sanctuary,lostsoulssanctuary,2022-03-17T19:29:30,"<p>Lost Souls Sanctuary is a collection of lost souls <span data-slate-fragment=""JTdCJTIyb2JqZWN0JTIyJTNBJTIyZG9jdW1lbnQlMjIlMkMlMjJkYXRhJTIyJTNBJTdCJTdEJTJDJTIybm9kZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJibG9jayUyMiUyQyUyMnR5cGUlMjIlM0ElMjJwYXJhZ3JhcGglMjIlMkMlMjJpc1ZvaWQlMjIlM0FmYWxzZSUyQyUyMmRhdGElMjIlM0ElN0IlN0QlMkMlMjJub2RlcyUyMiUzQSU1QiU3QiUyMm9iamVjdCUyMiUzQSUyMnRleHQlMjIlMkMlMjJsZWF2ZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJsZWFmJTIyJTJDJTIydGV4dCUyMiUzQSUyMmluJTIwbmVlZCUyMG9mJTIwc2F2aW5nJTIyJTJDJTIybWFya3MlMjIlM0ElNUIlNUQlMkMlMjJzZWxlY3Rpb25zJTIyJTNBJTVCJTVEJTdEJTVEJTJDJTIya2V5JTIyJTNBJTIyOTQ4YzA5NzE4YmZlNDVmNDlkZDYyNzViMWU3ZTZiZWQlMjIlN0QlNUQlMkMlMjJrZXklMjIlM0ElMjI3YjE0MzQ0MWIwOWM0MTRkOWFjYWIwYWQ0OWZkYmRmZSUyMiU3RCU1RCUyQyUyMmtleSUyMiUzQSUyMmZjNWFmZTY0ZTkwOTRkODI5NWNiMjdkNmQwODhjNzMzJTIyJTdE"">in need of saving. The s</span>ouls are floating around looking for ways to better their body counterparts so that they may gain passage to the good place.</p>
",https://discord.gg/SJg7pCX6DP,https://twitter.com/LostSoulsNFT,Ghouls,collectible,0x9738055845b6f657f8acfe0f0a90953c55f64004,GHLS,ERC721,ghouls
868,Lost Souls Sanctuary,lostsoulssanctuary,2022-03-17T19:29:30,"<p>Lost Souls Sanctuary is a collection of lost souls <span data-slate-fragment=""JTdCJTIyb2JqZWN0JTIyJTNBJTIyZG9jdW1lbnQlMjIlMkMlMjJkYXRhJTIyJTNBJTdCJTdEJTJDJTIybm9kZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJibG9jayUyMiUyQyUyMnR5cGUlMjIlM0ElMjJwYXJhZ3JhcGglMjIlMkMlMjJpc1ZvaWQlMjIlM0FmYWxzZSUyQyUyMmRhdGElMjIlM0ElN0IlN0QlMkMlMjJub2RlcyUyMiUzQSU1QiU3QiUyMm9iamVjdCUyMiUzQSUyMnRleHQlMjIlMkMlMjJsZWF2ZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJsZWFmJTIyJTJDJTIydGV4dCUyMiUzQSUyMmluJTIwbmVlZCUyMG9mJTIwc2F2aW5nJTIyJTJDJTIybWFya3MlMjIlM0ElNUIlNUQlMkMlMjJzZWxlY3Rpb25zJTIyJTNBJTVCJTVEJTdEJTVEJTJDJTIya2V5JTIyJTNBJTIyOTQ4YzA5NzE4YmZlNDVmNDlkZDYyNzViMWU3ZTZiZWQlMjIlN0QlNUQlMkMlMjJrZXklMjIlM0ElMjI3YjE0MzQ0MWIwOWM0MTRkOWFjYWIwYWQ0OWZkYmRmZSUyMiU3RCU1RCUyQyUyMmtleSUyMiUzQSUyMmZjNWFmZTY0ZTkwOTRkODI5NWNiMjdkNmQwODhjNzMzJTIyJTdE"">in need of saving. The s</span>ouls are floating around looking for ways to better their body counterparts so that they may gain passage to the good place.</p>
",https://discord.gg/SJg7pCX6DP,https://twitter.com/LostSoulsNFT,Soul Pass,access,0x6e3ef4d5102a34e6d3d35375fa37480d605ebdaf,SP,ERC721,soul-pass
869,Theirsverse,theirsverse,2022-11-07T20:32:26,"<p>Theirsverse is a collection of 5,500 NFTs saturated with the idea of inclusivity and freedom of expression, founded by a group of young artists from diverse cultural backgrounds and gender identities.</p>
<p>The name is a compound of <em>theirs</em> and <em>universe</em>, and represents a community that can open up their heart to new identities and multiculturalism.</p>
",https://discord.gg/6kYt5G9WC2,https://twitter.com/Theirsverse,Theirsverse Official,collectible,0x249aeaa7fa06a63ea5389b72217476db881294df,THEIRS,ERC721,theirsverse-official
870,Nickelodeon,nickelodeon,2022-07-21T15:35:45,"<p>Built by RECUR, Nickelodeon NFTs will feature collectibles drops from Nickelodeon&#8217;s most beloved shows of all time.</p>
<p>The &#8217;90s are back! Rugrats and Hey Arnold! NFTs are here and it&#8217;s time to collect 12 classic characters with the first-ever Nickelodeon NFTs. Collect multiple characters and earn enough slime to redeem a highly coveted Rugrats and Hey Arnold! Mashup character NFT.</p>
",https://discord.gg/recur,https://twitter.com/nickelodeon_nft,Nickelodeon: Rugrats & Hey Arnold! (ETH),collectible,0x223e16c52436cab2ca9fe37087c79986a288fffa,NICK,ERC721,nickelodeon:-rugrats-&-hey-arnold!-(eth)
871,The Stoics,thestoics,2022-10-10T16:05:03,"<p>The Stoics is a 5,000 piece NFT art collection by Gabe Weis. The project features special pieces from collaboration artists scattered throughout the collection.</p>
<p>The Phoenix Burn Token is a mysterious token for holders of The Stoics that is born, returns to ash, and rises again.</p>
",http://discord.gg/the-stoics,https://twitter.com/TheStoicsNFT,The Stoics by Gabe Weis,collectible,0x12632d6e11c6bbc0c53f3e281ea675e5899a5df5,STOICS,ERC721,the-stoics-by-gabe-weis
872,The Stoics,thestoics,2022-10-10T16:05:03,"<p>The Stoics is a 5,000 piece NFT art collection by Gabe Weis. The project features special pieces from collaboration artists scattered throughout the collection.</p>
<p>The Phoenix Burn Token is a mysterious token for holders of The Stoics that is born, returns to ash, and rises again.</p>
",http://discord.gg/the-stoics,https://twitter.com/TheStoicsNFT,The Phoenix Burn Token,collectible,0x5caf53fe97a0e2e1568feac340d78f7a5b3dad1a,PBT,ERC721,the-phoenix-burn-token
873,Where My Vans Go,wheremyvansgo,2022-11-16T17:45:41,"<p>Where My Vans Go is a collection comprised of 125 iconic images created over the span of three years exploring all over the United States.</p>
<p>Isaac Wright (aka DrifterShoots) has moved his acclaimed <em>Where My Vans Go</em> collection from the Opensea shared storefront to his very own custom smart contract built on the Manifold creator core. This dapp enables <em>Where My Vans Go</em> collectors to migrate their pieces over to the new smart contract.</p>
",https://discord.gg/kr65XUgPYw,https://twitter.com/DrifterShoots,Where My Vans Go,art,0x509a050f573be0d5e01a73c3726e17161729558b,WMVG,ERC721,where-my-vans-go
874,Bit Monsters,bitmonsters,2021-11-23T16:37:07,"<p>In the year 6666, the world is on the brink of collapse. Tensions between the two global powers spill over, and the Atomicans war arrives. The glow from the first bombs light up the Halloween sky. The survivors of the initial blast are left disfigured in their costumes. Bit Monsters rise from the ashes as a collection of 6,666 pixel-themed NFTs representing evolution&#8217;s next derivative.</p>
",https://discord.gg/9XkWCBZs6H,https://twitter.com/bit_monsters,Bit Monsters,collectible,0xbd091f143ee754f1d755494441aee781d918cb93,💰🧟,ERC721,bit-monsters
875,-SUBTRACTION-,subtraction,2021-12-28T18:08:37,"<p>-SUBTRACTION- is a collection of generative artwork investigating the unexpected product of mixing opposite forms, techniques, and mediums. Each unique piece traverses two- and three-dimensions, and is derived from a combination of physical artwork, custom software, and artificial intelligence.</p>
<p>This project represents the meeting place of artists ThankYouX and mpkoz—the empty shape in the middle of the overlap of their skills and passions.</p>
",,,-SUBTRACTION-,art,0x6826c4c51f4855d0280e99f646c5ef43edb3848e,TYXMK,ERC721,-subtraction-
876,My Fucking Pickle,myfuckingpickle,2021-07-13T14:24:28,"<p><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"">A high source of sodium and about 7 calories each. They</span> don&#8217;t promise you anything except selling you a fucking pickle&#8230;</p>
",https://discord.com/invite/5r5Kt6s5v3,https://twitter.com/MyFuckingPickle,My Fucking Pickles,collectible,0xf78296dfcf01a2612c2c847f68ad925801eeed80,PICKLES,ERC721,my-fucking-pickles
877,R Planet,rplanet,2022-10-31T18:21:50,"<p>R Planet is a reality where powers, gifts, talents, and cultures fuse, creating a world that mirrors our own.</p>
<p>The R Planet Genesis collection marks the genesis drop of the R Planet ecosystem and features unique, hand-crafted NFTs that draw from a diverse set of rarity-powered traits, lore, and characteristics.</p>
<p>Take the trip. Shift reality.</p>
",http://discord.gg/rplanet,https://twitter.com/RPlanetNFT,R Planet - Genesis Collection,collectible,0x656d34a8309363302e46de99853f4cef30b85a1d,RPLANET,ERC721,r-planet---genesis-collection
878,Planktoons,planktoons,2022-02-16T23:14:01,"<p>Planktoons is a wacky, wild, and of course, adorable collection of 4,444 underwater plankton that come in a range of adorable onesies and accessories.</p>
<p>Planktoons dance, play, give each other wedgies on the Queen Kelpie, a shipwreck filled with adventure and utter ridiculousness.</p>
",https://discord.gg/planktoons,https://twitter.com/PlanktoonsNFT,Planktoons,collectible,0xa411c5fbf61dde466ed9b1f0120058231aa0a509,PLANKTOONS,ERC721,planktoons
879,MONGS NFT,mongsnft,2022-01-12T19:13:36,"<p>MONGS are a culture, a vibe. They believe that somehow this is new, and hip, and an attack on the powers of society. The MONGS collection features 6,969 pixel-themed mongoose NFTs.</p>
",https://discord.gg/metacollect,https://twitter.com/mongs_nft,MONGS,collectible,0xb4a7d131436ed8ec06ad696fa3bf8d23c0ab3acf,MONG,ERC721,mongs
880,Untamed Elephants,untamedelephants,2021-08-30T19:41:09,"<p>With three goals in mind, The Untamed Elephant Crew strives to: be the friendliest, most welcoming community in NFTs, raise as much money for elephant-related conservation as possible, and push the envelope of what NFT technology can accomplish.</p>
<p>To date, their collection has donated over $50,000 to #SaveTheElephants.</p>
",https://discord.gg/z3RSQ2ZND7,https://twitter.com/ElephantNFTS,Untamed Elephants,collectible,0x613e5136a22206837d12ef7a85f7de2825de1334,UE,ERC721,untamed-elephants
